City,Crime Description,Victim Gender,Weapon Used,Latitude,Longitude,Year
Mumbai,TRAFFIC VIOLATION,F,Knife,19.0758,72.8775,2020
Meerut,DRUG OFFENSE,F,Knife,28.9845,77.7064,2020
Agra,BURGLARY,F,Unknown,27.1767,78.0081,2020
Kolkata,COUNTERFEITING,M,Other,22.5675,88.37,2020
Varanasi,IDENTITY THEFT,F,Explosives,25.3176,82.9739,2020
Pune,IDENTITY THEFT,F,Unknown,18.5211,73.8553,2020
Srinagar,BURGLARY,F,Poison,34.0837,74.7974,2020
Hyderabad,EXTORTION,M,Other,17.3617,78.4747,2020
Varanasi,DOMESTIC VIOLENCE,F,Poison,25.3176,82.9739,2020
Kanpur,PUBLIC INTOXICATION,M,Explosives,26.4725,80.3311,2020
Chennai,SHOPLIFTING,F,Explosives,13.0825,80.275,2020
Kolkata,FIREARM OFFENSE,M,Poison,22.5675,88.37,2020
Mumbai,KIDNAPPING,M,Knife,19.0758,72.8775,2020
Bangalore,VEHICLE - STOLEN,F,Other,12.9791,77.5913,2020
Delhi,FRAUD,F,Unknown,28.66,77.23,2020
Patna,VEHICLE - STOLEN,F,Knife,25.61,85.1414,2020
Ahmedabad,COUNTERFEITING,F,Knife,23.0219,72.5797,2020
Thane,SHOPLIFTING,F,Explosives,19.2183,72.9781,2020
Delhi,ROBBERY,M,Knife,28.66,77.23,2020
Ludhiana,DOMESTIC VIOLENCE,M,Knife,30.912,75.8538,2020
Jaipur,ROBBERY,F,Unknown,26.915,75.82,2020
Ghaziabad,SEXUAL ASSAULT,F,Unknown,28.6667,77.4167,2020
Chennai,BURGLARY,F,Other,13.0825,80.275,2020
Hyderabad,KIDNAPPING,M,Unknown,17.3617,78.4747,2020
Mumbai,TRAFFIC VIOLATION,F,Knife,19.0758,72.8775,2020
Lucknow,ILLEGAL POSSESSION,M,Unknown,26.847,80.947,2020
Kolkata,CYBERCRIME,F,Blunt Object,22.5675,88.37,2020
Hyderabad,EXTORTION,F,Explosives,17.3617,78.4747,2020
Bangalore,FIREARM OFFENSE,F,Poison,12.9791,77.5913,2020
Hyderabad,ILLEGAL POSSESSION,M,Other,17.3617,78.4747,2020
Delhi,BURGLARY,F,Blunt Object,28.66,77.23,2020
Jaipur,IDENTITY THEFT,F,Other,26.915,75.82,2020
Mumbai,ILLEGAL POSSESSION,F,Firearm,19.0758,72.8775,2020
Kalyan,BURGLARY,M,Explosives,19.2437,73.1355,2020
Jaipur,SEXUAL ASSAULT,M,Poison,26.915,75.82,2020
Jaipur,FRAUD,F,Poison,26.915,75.82,2020
Delhi,BURGLARY,F,Knife,28.66,77.23,2020
Surat,ROBBERY,M,Unknown,21.205,72.84,2020
Delhi,PUBLIC INTOXICATION,F,Other,28.66,77.23,2020
Delhi,BURGLARY,F,Unknown,28.66,77.23,2020
Meerut,DRUG OFFENSE,F,Firearm,28.9845,77.7064,2020
Mumbai,VANDALISM,M,Blunt Object,19.0758,72.8775,2020
Delhi,FIREARM OFFENSE,F,Unknown,28.66,77.23,2020
Jaipur,SEXUAL ASSAULT,F,Unknown,26.915,75.82,2020
Nagpur,VEHICLE - STOLEN,F,Blunt Object,21.1497,79.0806,2020
Hyderabad,ILLEGAL POSSESSION,F,Unknown,17.3617,78.4747,2020
Rajkot,SEXUAL ASSAULT,M,Unknown,22.2969,70.7984,2020
Surat,KIDNAPPING,F,Other,21.205,72.84,2020
Chennai,VEHICLE - STOLEN,F,Unknown,13.0825,80.275,2020
Pune,COUNTERFEITING,F,Explosives,18.5211,73.8553,2020
Delhi,SEXUAL ASSAULT,M,Unknown,28.66,77.23,2020
Delhi,IDENTITY THEFT,F,Poison,28.66,77.23,2020
Bhopal,FIREARM OFFENSE,M,Firearm,23.2547,77.4029,2020
Kolkata,ROBBERY,F,Unknown,22.5675,88.37,2020
Mumbai,CYBERCRIME,F,Knife,19.0758,72.8775,2020
Hyderabad,CYBERCRIME,F,Poison,17.3617,78.4747,2020
Jaipur,BURGLARY,F,Blunt Object,26.915,75.82,2020
Pune,VANDALISM,M,Knife,18.5211,73.8553,2020
Mumbai,ARSON,M,Poison,19.0758,72.8775,2020
Pune,CYBERCRIME,F,Poison,18.5211,73.8553,2020
Surat,COUNTERFEITING,M,Blunt Object,21.205,72.84,2020
Kolkata,FRAUD,M,Blunt Object,22.5675,88.37,2020
Kolkata,SHOPLIFTING,F,Blunt Object,22.5675,88.37,2020
Visakhapatnam,COUNTERFEITING,M,Blunt Object,17.6939,83.2922,2020
Pune,DOMESTIC VIOLENCE,F,Explosives,18.5211,73.8553,2020
Delhi,FRAUD,F,Unknown,28.66,77.23,2020
Indore,ARSON,F,Other,22.7196,75.8577,2020
Chennai,FRAUD,M,Knife,13.0825,80.275,2020
Delhi,DRUG OFFENSE,F,Blunt Object,28.66,77.23,2020
Patna,ARSON,F,Knife,25.61,85.1414,2020
Ghaziabad,TRAFFIC VIOLATION,F,Other,28.6667,77.4167,2020
Pune,COUNTERFEITING,M,Unknown,18.5211,73.8553,2020
Kanpur,ILLEGAL POSSESSION,F,Firearm,26.4725,80.3311,2020
Ludhiana,PUBLIC INTOXICATION,F,Knife,30.912,75.8538,2020
Nagpur,COUNTERFEITING,M,Blunt Object,21.1497,79.0806,2020
Agra,FIREARM OFFENSE,F,Blunt Object,27.1767,78.0081,2020
Delhi,SEXUAL ASSAULT,F,Explosives,28.66,77.23,2020
Hyderabad,ROBBERY,M,Other,17.3617,78.4747,2020
Mumbai,BURGLARY,F,Firearm,19.0758,72.8775,2020
Meerut,SHOPLIFTING,M,Other,28.9845,77.7064,2020
Kolkata,BURGLARY,F,Other,22.5675,88.37,2020
Bangalore,SEXUAL ASSAULT,F,Unknown,12.9791,77.5913,2020
Ahmedabad,HOMICIDE,M,Poison,23.0219,72.5797,2020
Hyderabad,VEHICLE - STOLEN,F,Explosives,17.3617,78.4747,2020
Surat,FRAUD,M,Knife,21.205,72.84,2020
Hyderabad,TRAFFIC VIOLATION,F,Unknown,17.3617,78.4747,2020
Ghaziabad,BURGLARY,M,Other,28.6667,77.4167,2020
Delhi,EXTORTION,M,Firearm,28.66,77.23,2020
Chennai,CYBERCRIME,F,Poison,13.0825,80.275,2020
Delhi,IDENTITY THEFT,M,Explosives,28.66,77.23,2020
Mumbai,COUNTERFEITING,F,Unknown,19.0758,72.8775,2020
Chennai,SHOPLIFTING,M,Other,13.0825,80.275,2020
Delhi,DRUG OFFENSE,F,Blunt Object,28.66,77.23,2020
Ahmedabad,VANDALISM,F,Other,23.0219,72.5797,2020
Mumbai,VEHICLE - STOLEN,F,Firearm,19.0758,72.8775,2020
Jaipur,IDENTITY THEFT,F,Firearm,26.915,75.82,2020
Ludhiana,FIREARM OFFENSE,M,Explosives,30.912,75.8538,2020
Kolkata,VEHICLE - STOLEN,M,Firearm,22.5675,88.37,2020
Mumbai,BURGLARY,F,Poison,19.0758,72.8775,2020
Bangalore,BURGLARY,F,Explosives,12.9791,77.5913,2020
Chennai,ARSON,F,Knife,13.0825,80.275,2020
Mumbai,SHOPLIFTING,M,Unknown,19.0758,72.8775,2020
Bangalore,IDENTITY THEFT,F,Blunt Object,12.9791,77.5913,2020
Bangalore,ASSAULT,F,Blunt Object,12.9791,77.5913,2020
Pune,SHOPLIFTING,F,Blunt Object,18.5211,73.8553,2020
Nagpur,CYBERCRIME,F,Other,21.1497,79.0806,2020
Kolkata,HOMICIDE,F,Explosives,22.5675,88.37,2020
Chennai,SEXUAL ASSAULT,F,Blunt Object,13.0825,80.275,2020
Jaipur,COUNTERFEITING,F,Poison,26.915,75.82,2020
Delhi,ARSON,M,Other,28.66,77.23,2020
Delhi,DRUG OFFENSE,M,Firearm,28.66,77.23,2020
Meerut,KIDNAPPING,F,Explosives,28.9845,77.7064,2020
Meerut,PUBLIC INTOXICATION,F,Poison,28.9845,77.7064,2020
Jaipur,EXTORTION,F,Unknown,26.915,75.82,2020
Nashik,COUNTERFEITING,M,Other,19.9975,73.7898,2020
Jaipur,COUNTERFEITING,F,Other,26.915,75.82,2020
Delhi,FRAUD,M,Explosives,28.66,77.23,2020
Kalyan,FIREARM OFFENSE,F,Blunt Object,19.2437,73.1355,2020
Bangalore,HOMICIDE,F,Unknown,12.9791,77.5913,2020
Delhi,FIREARM OFFENSE,F,Blunt Object,28.66,77.23,2020
Chennai,SEXUAL ASSAULT,F,Blunt Object,13.0825,80.275,2020
Mumbai,ROBBERY,F,Firearm,19.0758,72.8775,2020
Meerut,ARSON,F,Unknown,28.9845,77.7064,2020
Ludhiana,COUNTERFEITING,M,Firearm,30.912,75.8538,2020
Delhi,VEHICLE - STOLEN,F,Other,28.66,77.23,2020
Delhi,SHOPLIFTING,F,Knife,28.66,77.23,2020
Hyderabad,HOMICIDE,F,Explosives,17.3617,78.4747,2020
Lucknow,VANDALISM,F,Blunt Object,26.847,80.947,2020
Vasai,COUNTERFEITING,F,Poison,19.3931,72.8617,2020
Hyderabad,VANDALISM,F,Other,17.3617,78.4747,2020
Bangalore,KIDNAPPING,F,Poison,12.9791,77.5913,2020
Ahmedabad,FIREARM OFFENSE,M,Explosives,23.0219,72.5797,2020
Visakhapatnam,DOMESTIC VIOLENCE,M,Other,17.6939,83.2922,2020
Rajkot,HOMICIDE,M,Knife,22.2969,70.7984,2020
Delhi,COUNTERFEITING,M,Other,28.66,77.23,2020
Chennai,VEHICLE - STOLEN,F,Poison,13.0825,80.275,2020
Pune,EXTORTION,F,Knife,18.5211,73.8553,2020
Kolkata,SEXUAL ASSAULT,M,Poison,22.5675,88.37,2020
Pune,IDENTITY THEFT,M,Blunt Object,18.5211,73.8553,2020
Mumbai,ILLEGAL POSSESSION,M,Other,19.0758,72.8775,2020
Patna,ARSON,F,Other,25.61,85.1414,2020
Mumbai,COUNTERFEITING,M,Firearm,19.0758,72.8775,2020
Delhi,CYBERCRIME,M,Blunt Object,28.66,77.23,2020
Ahmedabad,KIDNAPPING,F,Firearm,23.0219,72.5797,2020
Jaipur,PUBLIC INTOXICATION,F,Other,26.915,75.82,2020
Ghaziabad,VEHICLE - STOLEN,F,Firearm,28.6667,77.4167,2020
Kolkata,BURGLARY,F,Other,22.5675,88.37,2020
Mumbai,ILLEGAL POSSESSION,M,Blunt Object,19.0758,72.8775,2020
Chennai,ASSAULT,F,Knife,13.0825,80.275,2020
Ludhiana,ASSAULT,M,Poison,30.912,75.8538,2020
Mumbai,FIREARM OFFENSE,M,Firearm,19.0758,72.8775,2020
Mumbai,ILLEGAL POSSESSION,F,Knife,19.0758,72.8775,2020
Ghaziabad,SEXUAL ASSAULT,F,Explosives,28.6667,77.4167,2020
Mumbai,ROBBERY,F,Knife,19.0758,72.8775,2020
Pune,TRAFFIC VIOLATION,M,Knife,18.5211,73.8553,2020
Ludhiana,KIDNAPPING,F,Explosives,30.912,75.8538,2020
Hyderabad,KIDNAPPING,M,Knife,17.3617,78.4747,2020
Nagpur,TRAFFIC VIOLATION,F,Unknown,21.1497,79.0806,2020
Ludhiana,ROBBERY,F,Firearm,30.912,75.8538,2020
Bangalore,ROBBERY,F,Knife,12.9791,77.5913,2020
Nagpur,PUBLIC INTOXICATION,F,Other,21.1497,79.0806,2020
Chennai,VANDALISM,M,Explosives,13.0825,80.275,2020
Kolkata,VANDALISM,M,Poison,22.5675,88.37,2020
Jaipur,SHOPLIFTING,F,Knife,26.915,75.82,2020
Mumbai,PUBLIC INTOXICATION,M,Knife,19.0758,72.8775,2020
Pune,VANDALISM,F,Other,18.5211,73.8553,2020
Chennai,KIDNAPPING,M,Other,13.0825,80.275,2020
Hyderabad,VEHICLE - STOLEN,F,Unknown,17.3617,78.4747,2020
Kolkata,SEXUAL ASSAULT,F,Firearm,22.5675,88.37,2020
Mumbai,FIREARM OFFENSE,F,Other,19.0758,72.8775,2020
Indore,ASSAULT,F,Knife,22.7196,75.8577,2020
Visakhapatnam,CYBERCRIME,F,Knife,17.6939,83.2922,2020
Bangalore,ARSON,F,Unknown,12.9791,77.5913,2020
Vasai,VEHICLE - STOLEN,F,Explosives,19.3931,72.8617,2020
Delhi,DRUG OFFENSE,F,Unknown,28.66,77.23,2020
Ahmedabad,IDENTITY THEFT,F,Unknown,23.0219,72.5797,2020
Varanasi,FIREARM OFFENSE,F,Firearm,25.3176,82.9739,2020
Hyderabad,VEHICLE - STOLEN,F,Other,17.3617,78.4747,2020
Mumbai,IDENTITY THEFT,F,Firearm,19.0758,72.8775,2020
Kanpur,ROBBERY,F,Unknown,26.4725,80.3311,2020
Ludhiana,FIREARM OFFENSE,F,Knife,30.912,75.8538,2020
Bangalore,PUBLIC INTOXICATION,M,Firearm,12.9791,77.5913,2020
Delhi,VANDALISM,M,Poison,28.66,77.23,2020
Pune,EXTORTION,M,Other,18.5211,73.8553,2020
Mumbai,BURGLARY,F,Poison,19.0758,72.8775,2020
Ludhiana,DRUG OFFENSE,F,Knife,30.912,75.8538,2020
Agra,PUBLIC INTOXICATION,F,Poison,27.1767,78.0081,2020
Chennai,ARSON,F,Firearm,13.0825,80.275,2020
Jaipur,BURGLARY,M,Unknown,26.915,75.82,2020
Nagpur,SHOPLIFTING,F,Knife,21.1497,79.0806,2020
Jaipur,KIDNAPPING,F,Knife,26.915,75.82,2020
Kolkata,IDENTITY THEFT,M,Blunt Object,22.5675,88.37,2020
Bangalore,ROBBERY,F,Poison,12.9791,77.5913,2020
Bangalore,CYBERCRIME,F,Other,12.9791,77.5913,2020
Hyderabad,VEHICLE - STOLEN,M,Blunt Object,17.3617,78.4747,2020
Srinagar,EXTORTION,F,Explosives,34.0837,74.7974,2020
Bangalore,SHOPLIFTING,F,Poison,12.9791,77.5913,2020
Pune,PUBLIC INTOXICATION,F,Explosives,18.5211,73.8553,2020
Chennai,TRAFFIC VIOLATION,F,Other,13.0825,80.275,2020
Bangalore,DOMESTIC VIOLENCE,M,Explosives,12.9791,77.5913,2020
Mumbai,IDENTITY THEFT,F,Poison,19.0758,72.8775,2020
Jaipur,SHOPLIFTING,M,Firearm,26.915,75.82,2020
Nagpur,HOMICIDE,F,Firearm,21.1497,79.0806,2020
Mumbai,ROBBERY,F,Knife,19.0758,72.8775,2020
Jaipur,VEHICLE - STOLEN,F,Unknown,26.915,75.82,2020
Bangalore,TRAFFIC VIOLATION,F,Knife,12.9791,77.5913,2020
Chennai,CYBERCRIME,F,Explosives,13.0825,80.275,2020
Delhi,ROBBERY,F,Poison,28.66,77.23,2020
Bangalore,BURGLARY,M,Poison,12.9791,77.5913,2020
Jaipur,CYBERCRIME,M,Explosives,26.915,75.82,2020
Mumbai,EXTORTION,F,Knife,19.0758,72.8775,2020
Lucknow,BURGLARY,F,Firearm,26.847,80.947,2020
Pune,FRAUD,F,Other,18.5211,73.8553,2020
Srinagar,COUNTERFEITING,M,Unknown,34.0837,74.7974,2020
Indore,FIREARM OFFENSE,F,Other,22.7196,75.8577,2020
Mumbai,EXTORTION,F,Poison,19.0758,72.8775,2020
Pune,DRUG OFFENSE,F,Explosives,18.5211,73.8553,2020
Delhi,PUBLIC INTOXICATION,M,Other,28.66,77.23,2020
Delhi,DRUG OFFENSE,F,Poison,28.66,77.23,2020
Bangalore,COUNTERFEITING,M,Other,12.9791,77.5913,2020
Delhi,EXTORTION,F,Firearm,28.66,77.23,2020
Kolkata,IDENTITY THEFT,M,Explosives,22.5675,88.37,2020
Mumbai,ILLEGAL POSSESSION,F,Firearm,19.0758,72.8775,2020
Bhopal,DOMESTIC VIOLENCE,F,Blunt Object,23.2547,77.4029,2020
Mumbai,ROBBERY,M,Blunt Object,19.0758,72.8775,2020
Srinagar,PUBLIC INTOXICATION,F,Firearm,34.0837,74.7974,2020
Agra,PUBLIC INTOXICATION,M,Unknown,27.1767,78.0081,2020
Kalyan,TRAFFIC VIOLATION,M,Unknown,19.2437,73.1355,2020
Ahmedabad,HOMICIDE,M,Poison,23.0219,72.5797,2020
Kolkata,COUNTERFEITING,F,Firearm,22.5675,88.37,2020
Pune,SHOPLIFTING,M,Unknown,18.5211,73.8553,2020
Chennai,SHOPLIFTING,F,Unknown,13.0825,80.275,2020
Delhi,CYBERCRIME,F,Poison,28.66,77.23,2020
Agra,CYBERCRIME,F,Knife,27.1767,78.0081,2020
Mumbai,CYBERCRIME,F,Unknown,19.0758,72.8775,2020
Chennai,SHOPLIFTING,F,Knife,13.0825,80.275,2020
Indore,ROBBERY,F,Blunt Object,22.7196,75.8577,2020
Lucknow,BURGLARY,F,Unknown,26.847,80.947,2020
Lucknow,CYBERCRIME,F,Poison,26.847,80.947,2020
Kolkata,DOMESTIC VIOLENCE,F,Explosives,22.5675,88.37,2020
Delhi,PUBLIC INTOXICATION,M,Knife,28.66,77.23,2020
Delhi,FIREARM OFFENSE,F,Knife,28.66,77.23,2020
Bangalore,DRUG OFFENSE,F,Knife,12.9791,77.5913,2020
Pune,BURGLARY,M,Blunt Object,18.5211,73.8553,2020
Chennai,COUNTERFEITING,M,Poison,13.0825,80.275,2020
Hyderabad,ASSAULT,F,Other,17.3617,78.4747,2020
Hyderabad,ASSAULT,F,Knife,17.3617,78.4747,2020
Indore,CYBERCRIME,F,Other,22.7196,75.8577,2020
Ghaziabad,IDENTITY THEFT,F,Poison,28.6667,77.4167,2020
Surat,COUNTERFEITING,M,Other,21.205,72.84,2020
Hyderabad,HOMICIDE,F,Poison,17.3617,78.4747,2020
Chennai,VANDALISM,M,Knife,13.0825,80.275,2020
Ahmedabad,BURGLARY,M,Poison,23.0219,72.5797,2020
Kolkata,SEXUAL ASSAULT,F,Explosives,22.5675,88.37,2020
Bangalore,BURGLARY,M,Other,12.9791,77.5913,2020
Kanpur,EXTORTION,M,Knife,26.4725,80.3311,2020
Kolkata,SEXUAL ASSAULT,F,Explosives,22.5675,88.37,2020
Ghaziabad,EXTORTION,M,Poison,28.6667,77.4167,2020
Kanpur,VEHICLE - STOLEN,F,Other,26.4725,80.3311,2020
Kolkata,IDENTITY THEFT,F,Other,22.5675,88.37,2020
Delhi,COUNTERFEITING,F,Explosives,28.66,77.23,2020
Kolkata,COUNTERFEITING,F,Firearm,22.5675,88.37,2020
Kolkata,HOMICIDE,M,Blunt Object,22.5675,88.37,2020
Kolkata,ASSAULT,F,Poison,22.5675,88.37,2020
Jaipur,SHOPLIFTING,F,Explosives,26.915,75.82,2020
Ghaziabad,SHOPLIFTING,F,Other,28.6667,77.4167,2020
Delhi,BURGLARY,F,Poison,28.66,77.23,2020
Chennai,IDENTITY THEFT,M,Knife,13.0825,80.275,2020
Delhi,VEHICLE - STOLEN,F,Explosives,28.66,77.23,2020
Hyderabad,SEXUAL ASSAULT,M,Explosives,17.3617,78.4747,2020
Mumbai,ARSON,F,Unknown,19.0758,72.8775,2020
Kolkata,TRAFFIC VIOLATION,F,Other,22.5675,88.37,2020
Delhi,TRAFFIC VIOLATION,M,Poison,28.66,77.23,2020
Pune,PUBLIC INTOXICATION,F,Unknown,18.5211,73.8553,2020
Bangalore,KIDNAPPING,F,Other,12.9791,77.5913,2020
Chennai,CYBERCRIME,F,Firearm,13.0825,80.275,2020
Kolkata,PUBLIC INTOXICATION,F,Blunt Object,22.5675,88.37,2020
Jaipur,FIREARM OFFENSE,F,Other,26.915,75.82,2020
Hyderabad,COUNTERFEITING,F,Poison,17.3617,78.4747,2020
Kalyan,HOMICIDE,F,Explosives,19.2437,73.1355,2020
Lucknow,SEXUAL ASSAULT,F,Poison,26.847,80.947,2020
Delhi,VANDALISM,F,Other,28.66,77.23,2020
Thane,SEXUAL ASSAULT,F,Explosives,19.2183,72.9781,2020
Delhi,IDENTITY THEFT,F,Knife,28.66,77.23,2020
Mumbai,BURGLARY,F,Knife,19.0758,72.8775,2020
Mumbai,CYBERCRIME,F,Unknown,19.0758,72.8775,2020
Delhi,CYBERCRIME,F,Explosives,28.66,77.23,2020
Mumbai,PUBLIC INTOXICATION,M,Poison,19.0758,72.8775,2020
Ahmedabad,VANDALISM,F,Poison,23.0219,72.5797,2020
Mumbai,ARSON,M,Knife,19.0758,72.8775,2020
Bangalore,ILLEGAL POSSESSION,F,Firearm,12.9791,77.5913,2020
Delhi,IDENTITY THEFT,M,Blunt Object,28.66,77.23,2020
Bangalore,SEXUAL ASSAULT,M,Poison,12.9791,77.5913,2020
Delhi,SHOPLIFTING,M,Firearm,28.66,77.23,2020
Pune,ARSON,F,Blunt Object,18.5211,73.8553,2020
Kanpur,ROBBERY,F,Knife,26.4725,80.3311,2020
Ahmedabad,DOMESTIC VIOLENCE,M,Other,23.0219,72.5797,2020
Thane,BURGLARY,F,Poison,19.2183,72.9781,2020
Ludhiana,FIREARM OFFENSE,F,Explosives,30.912,75.8538,2020
Nagpur,BURGLARY,M,Poison,21.1497,79.0806,2020
Hyderabad,FRAUD,F,Knife,17.3617,78.4747,2020
Ahmedabad,DOMESTIC VIOLENCE,F,Firearm,23.0219,72.5797,2020
Delhi,CYBERCRIME,M,Explosives,28.66,77.23,2020
Visakhapatnam,ROBBERY,F,Knife,17.6939,83.2922,2020
Kolkata,VANDALISM,M,Knife,22.5675,88.37,2020
Delhi,PUBLIC INTOXICATION,F,Poison,28.66,77.23,2020
Chennai,SEXUAL ASSAULT,F,Knife,13.0825,80.275,2020
Thane,DOMESTIC VIOLENCE,F,Other,19.2183,72.9781,2020
Ludhiana,ILLEGAL POSSESSION,M,Explosives,30.912,75.8538,2020
Surat,VEHICLE - STOLEN,F,Other,21.205,72.84,2020
Kolkata,HOMICIDE,M,Unknown,22.5675,88.37,2020
Mumbai,TRAFFIC VIOLATION,F,Blunt Object,19.0758,72.8775,2020
Chennai,SHOPLIFTING,M,Other,13.0825,80.275,2020
Delhi,VEHICLE - STOLEN,F,Blunt Object,28.66,77.23,2020
Bangalore,ARSON,F,Other,12.9791,77.5913,2020
Agra,FIREARM OFFENSE,F,Firearm,27.1767,78.0081,2020
Bangalore,PUBLIC INTOXICATION,M,Firearm,12.9791,77.5913,2020
Delhi,KIDNAPPING,F,Knife,28.66,77.23,2020
Mumbai,FIREARM OFFENSE,F,Firearm,19.0758,72.8775,2020
Surat,ASSAULT,M,Unknown,21.205,72.84,2020
Ghaziabad,KIDNAPPING,F,Unknown,28.6667,77.4167,2020
Chennai,VANDALISM,M,Blunt Object,13.0825,80.275,2020
Bangalore,ARSON,F,Knife,12.9791,77.5913,2020
Meerut,COUNTERFEITING,F,Other,28.9845,77.7064,2020
Patna,ROBBERY,M,Other,25.61,85.1414,2020
Delhi,PUBLIC INTOXICATION,M,Blunt Object,28.66,77.23,2020
Chennai,EXTORTION,M,Knife,13.0825,80.275,2020
Patna,KIDNAPPING,F,Knife,25.61,85.1414,2020
Bangalore,PUBLIC INTOXICATION,F,Other,12.9791,77.5913,2020
Chennai,DRUG OFFENSE,M,Firearm,13.0825,80.275,2020
Bangalore,CYBERCRIME,F,Poison,12.9791,77.5913,2020
Surat,EXTORTION,M,Explosives,21.205,72.84,2020
Bangalore,ASSAULT,F,Blunt Object,12.9791,77.5913,2020
Bangalore,KIDNAPPING,M,Firearm,12.9791,77.5913,2020
Surat,ROBBERY,M,Poison,21.205,72.84,2020
Delhi,ROBBERY,M,Knife,28.66,77.23,2020
Hyderabad,BURGLARY,M,Poison,17.3617,78.4747,2020
Ahmedabad,BURGLARY,F,Explosives,23.0219,72.5797,2020
Ahmedabad,ARSON,F,Unknown,23.0219,72.5797,2020
Agra,VANDALISM,M,Knife,27.1767,78.0081,2020
Bangalore,PUBLIC INTOXICATION,F,Firearm,12.9791,77.5913,2020
Bangalore,COUNTERFEITING,F,Poison,12.9791,77.5913,2020
Ahmedabad,DOMESTIC VIOLENCE,M,Poison,23.0219,72.5797,2020
Delhi,ARSON,M,Other,28.66,77.23,2020
Mumbai,SEXUAL ASSAULT,F,Blunt Object,19.0758,72.8775,2020
Bangalore,FRAUD,F,Knife,12.9791,77.5913,2020
Delhi,FRAUD,F,Other,28.66,77.23,2020
Hyderabad,SHOPLIFTING,M,Other,17.3617,78.4747,2020
Agra,BURGLARY,F,Blunt Object,27.1767,78.0081,2020
Delhi,VANDALISM,M,Firearm,28.66,77.23,2020
Ludhiana,COUNTERFEITING,M,Blunt Object,30.912,75.8538,2020
Hyderabad,VEHICLE - STOLEN,M,Knife,17.3617,78.4747,2020
Ahmedabad,ASSAULT,F,Explosives,23.0219,72.5797,2020
Hyderabad,ILLEGAL POSSESSION,F,Other,17.3617,78.4747,2020
Mumbai,VEHICLE - STOLEN,F,Poison,19.0758,72.8775,2020
Delhi,FRAUD,F,Unknown,28.66,77.23,2020
Delhi,DOMESTIC VIOLENCE,F,Unknown,28.66,77.23,2020
Kolkata,CYBERCRIME,F,Other,22.5675,88.37,2020
Lucknow,SHOPLIFTING,F,Firearm,26.847,80.947,2020
Kanpur,KIDNAPPING,F,Explosives,26.4725,80.3311,2020
Nagpur,ROBBERY,F,Firearm,21.1497,79.0806,2020
Ghaziabad,CYBERCRIME,M,Blunt Object,28.6667,77.4167,2020
Visakhapatnam,ARSON,F,Unknown,17.6939,83.2922,2020
Mumbai,IDENTITY THEFT,F,Other,19.0758,72.8775,2020
Kanpur,COUNTERFEITING,F,Unknown,26.4725,80.3311,2020
Mumbai,IDENTITY THEFT,F,Blunt Object,19.0758,72.8775,2020
Thane,DRUG OFFENSE,M,Other,19.2183,72.9781,2020
Chennai,ARSON,F,Knife,13.0825,80.275,2020
Chennai,TRAFFIC VIOLATION,F,Poison,13.0825,80.275,2020
Thane,BURGLARY,F,Poison,19.2183,72.9781,2020
Patna,EXTORTION,M,Knife,25.61,85.1414,2020
Nagpur,DOMESTIC VIOLENCE,M,Other,21.1497,79.0806,2020
Mumbai,VANDALISM,F,Knife,19.0758,72.8775,2020
Ludhiana,DRUG OFFENSE,F,Firearm,30.912,75.8538,2020
Delhi,FRAUD,F,Blunt Object,28.66,77.23,2020
Mumbai,IDENTITY THEFT,M,Explosives,19.0758,72.8775,2020
Bhopal,PUBLIC INTOXICATION,F,Unknown,23.2547,77.4029,2020
Visakhapatnam,FRAUD,F,Explosives,17.6939,83.2922,2020
Hyderabad,FRAUD,F,Firearm,17.3617,78.4747,2020
Delhi,FRAUD,F,Explosives,28.66,77.23,2020
Delhi,IDENTITY THEFT,F,Explosives,28.66,77.23,2020
Kolkata,ILLEGAL POSSESSION,F,Knife,22.5675,88.37,2020
Delhi,VEHICLE - STOLEN,M,Blunt Object,28.66,77.23,2020
Delhi,DRUG OFFENSE,F,Knife,28.66,77.23,2020
Kolkata,ILLEGAL POSSESSION,F,Unknown,22.5675,88.37,2020
Hyderabad,DRUG OFFENSE,F,Unknown,17.3617,78.4747,2020
Mumbai,BURGLARY,F,Blunt Object,19.0758,72.8775,2020
Thane,FRAUD,F,Other,19.2183,72.9781,2020
Nagpur,ILLEGAL POSSESSION,M,Knife,21.1497,79.0806,2020
Surat,ILLEGAL POSSESSION,M,Blunt Object,21.205,72.84,2020
Lucknow,ARSON,F,Poison,26.847,80.947,2020
Indore,VEHICLE - STOLEN,F,Firearm,22.7196,75.8577,2020
Nagpur,ARSON,M,Poison,21.1497,79.0806,2020
Pune,FRAUD,F,Blunt Object,18.5211,73.8553,2020
Bhopal,SEXUAL ASSAULT,F,Other,23.2547,77.4029,2020
Delhi,SHOPLIFTING,M,Unknown,28.66,77.23,2020
Srinagar,KIDNAPPING,F,Explosives,34.0837,74.7974,2020
Delhi,VANDALISM,M,Unknown,28.66,77.23,2020
Lucknow,SHOPLIFTING,F,Poison,26.847,80.947,2020
Hyderabad,TRAFFIC VIOLATION,F,Knife,17.3617,78.4747,2020
Bhopal,KIDNAPPING,F,Blunt Object,23.2547,77.4029,2020
Mumbai,ILLEGAL POSSESSION,F,Knife,19.0758,72.8775,2020
Mumbai,PUBLIC INTOXICATION,M,Blunt Object,19.0758,72.8775,2020
